,name,street,city,state,zipcode,phone,website,bbb_url,category,accredited,bbb_rating,accredited_date,years_in_business,one_year_complaints,three_year_complaints,saleability_score
721,"T&S Roofing & Renovations, Inc.",,Griffin,GA,30224-7335,(478) 444-1013,https://tsroofing.org/home,https://www.bbb.org/us/ga/griffin/profile/roofing-contractors/ts-roofing-renovations-inc-0443-91830019,Roofing Contractors,Accredited,A-,6/20/2023,,0,0,0.75
722,Carrera Roofer,,Lawrenceville,GA,30045-4590,,,https://www.bbb.org/us/ga/lawrenceville/profile/roofing-contractors/carrera-roofer-0443-27065070,Roofing Contractors,Not Accredited,A+,,24.0,0,0,0.75
723,Certified Roofing & Gutters,3301 Buckeye Road,Atlanta,GA,30341,(770) 939-5165,https://www.certifiedroofingandgutters.com/,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/certified-roofing-gutters-0443-27404055,Roofing Contractors,Accredited,A+,10/17/2023,13.0,5,8,0.75
724,"W & W Metal Roofing, Inc.",2755 Highway 60,Pendergrass,GA,30567-2836,(706) 654-5836,http://www.wwmetalroofing.com/,https://www.bbb.org/us/ga/pendergrass/profile/roofing-materials/w-w-metal-roofing-inc-0443-4002658,Roofing Materials,Not Accredited,A+,,38.0,0,0,0.75
725,"Standard Roofing of Montgomery, Inc.",516 N McDonough St,Montgomery,AL,36104-2645,(334) 265-1262,http://standardexteriorsolutions.com/,https://www.bbb.org/us/al/montgomery/profile/commercial-roofing/standard-roofing-of-montgomery-inc-0463-5005089,Commercial Roofing,Not Accredited,A+,,78.0,0,0,0.75
726,Contract Roofing Solutions,805 Curtis Pkwy SE,Calhoun,GA,30701,(770) 708-7663,http://www.contractroofingsolutions.com/,https://www.bbb.org/us/ga/calhoun/profile/roofing-consultants/contract-roofing-solutions-0483-80001921,Roofing Consultants,Accredited,A+,11/12/2019,4.0,0,0,0.75
727,Perimeter Roofing,550 Maltbie St,Lawrenceville,GA,30046-4554,(678) 948-7663,https://www.perimeterroofing.com/,https://www.bbb.org/us/ga/lawrenceville/profile/roofing-contractors/perimeter-roofing-0443-27700349,Roofing Contractors,Accredited,A+,2/24/2017,,1,1,0.75
728,RNA Roofing LLC,31 Boland Ct,Greenville,SC,29615,(864) 423-7574,https://rnaroofing.com/,https://www.bbb.org/us/sc/greenville/profile/residential-roofing/rna-roofing-llc-0673-90043095,Residential Roofing,Not Accredited,A+,,14.0,0,0,0.75
729,"4 Walls Under A Roof, LLC",541 10th St NW # 168,Atlanta,GA,30318-5713,(404) 548-8769,https://4wallsunderaroof.com/,https://www.bbb.org/us/ga/atlanta/profile/home-improvement/4-walls-under-a-roof-llc-0443-28109226,Home Improvement,Not Accredited,A+,,13.0,0,0,0.75
730,"Commercial Roofing Specialties, Inc.",2703 Peachtree Sq,Doraville,GA,30360-2634,(770) 458-0539,http://www.crssupply.com/,https://www.bbb.org/us/ga/doraville/profile/roofing-materials/commercial-roofing-specialties-inc-0443-27013589,Roofing Materials,Not Accredited,A+,,41.0,0,0,0.75
731,"Smith Restoration, LLC",144 Fox Rd,Macon,GA,31217,(478) 714-3762,http://www.smithrestoration.net/,https://www.bbb.org/us/ga/macon/profile/general-contractor/smith-restoration-llc-0743-42271,General Contractor,Not Accredited,A+,,18.0,0,0,0.75
732,Nellie Bryant Roofing & Sheet Metal Sales,2281 Parkwood Rd,Snellville,GA,30039-4001,(770) 972-3807,http://www.nelliebryant.com/,https://www.bbb.org/us/ga/snellville/profile/roofing-materials/nellie-bryant-roofing-sheet-metal-sales-0443-6009684,Roofing Materials,Not Accredited,A+,,29.0,0,0,0.75
733,"Patriot Restoration & Roofing Services, Inc.",1395 Cunningham Rd SW Apt 1806,Marietta,GA,30008-7150,(402) 305-2002,http://www.patriotcommercialroofing.com/,https://www.bbb.org/us/ga/marietta/profile/gutters/patriot-restoration-roofing-services-inc-0443-27264538,Gutters,Not Accredited,A+,,14.0,0,0,0.75
734,TRiO Construction Roofing & Restoration,134 Zion Church Rd,Braselton,GA,30517-3211,(678) 288-4819,http://www.triorc.com/,https://www.bbb.org/us/ga/braselton/profile/roof-inspection/trio-construction-roofing-restoration-0443-28128910,Roof Inspection,Accredited,A+,1/6/2020,4.0,0,0,0.75
735,Dream Castle Home Improvement Services,2769 Biscayne Dr,Conyers,GA,30012-2767,(678) 358-4788,http://www.dreamcastleservice.com/,https://www.bbb.org/us/ga/conyers/profile/metal-roofing-contractors/dream-castle-home-improvement-services-0443-27219258,Metal Roofing Contractors,Not Accredited,A+,,15.0,0,0,0.75
736,Richter Contracting Co. Inc.,807 N Washington St,Albany,GA,31701-5102,(229) 436-0572,,https://www.bbb.org/us/ga/albany/profile/commercial-roofing/richter-contracting-co-inc-0743-13001335,Commercial Roofing,Accredited,A+,5/6/1993,61.0,0,0,0.75
737,A F Roofing & Remodeling,2830 Amalfi Way,Lawrenceville,GA,30044-7849,(770) 231-6696,http://www.afroofing.com/,https://www.bbb.org/us/ga/lawrenceville/profile/roofing-spray-foam-insulation-contractors/a-f-roofing-remodeling-0443-27034621,Roofing Spray Foam Insulation Contractors,Not Accredited,A+,,16.0,0,0,0.75
738,Southern Tradition Builders,127 Dumbarton Dr,Macon,GA,31210-6104,(478) 808-6574,,https://www.bbb.org/us/ga/macon/profile/building-contractors/southern-tradition-builders-0743-22959,Building Contractors,Accredited,A+,2/12/2013,24.0,0,0,0.75
739,"Roof Partners, LLC",4497 S Old Peachtree Rd,Berkeley Lake,GA,30071-1604,(404) 490-4646,https://www.roofpartners.net/,https://www.bbb.org/us/ga/berkeley-lake/profile/commercial-roofing/roof-partners-llc-0443-27538656,Commercial Roofing,Not Accredited,A+,,10.0,0,0,0.75
740,"C & C Contractors, Inc.",3610 Dekalb Technology Pkwy STE 175,Atlanta,GA,30340-3616,(770) 598-9197,http://www.cncatl.com/,https://www.bbb.org/us/ga/atlanta/profile/building-contractors/c-c-contractors-inc-0443-27965823,Building Contractors,Not Accredited,A+,,15.0,0,0,0.75
741,"KnR Roofing & Construction, LLC",2313 Buford Town Dr,Buford,GA,30518-0011,(470) 589-9997,,https://www.bbb.org/us/ga/buford/profile/roofing-contractors/knr-roofing-construction-llc-0443-28180007,Roofing Contractors,Not Accredited,A+,,5.0,0,0,0.75
742,Wheeler's Roofing,2250 Cave Spring Rd SW,Rome,GA,30161-9537,(706) 844-4033,https://www.wheelersroofing.com/,https://www.bbb.org/us/ga/rome/profile/roofing-contractors/wheelers-roofing-0483-40022497,Roofing Contractors,Not Accredited,A+,,,0,1,0.75
743,Savannah Roofing Experts LLC,525 Landings Way,Savannah,GA,31411,(912) 484-2688,http://www.savannahroofingexperts.com/,https://www.bbb.org/us/ga/savannah/profile/roofing-contractors/savannah-roofing-experts-llc-0403-235958579,Roofing Contractors,Not Accredited,A+,,15.0,1,1,0.75
744,Central Alabama Metal And Roofing Company,3025 Wetumpka Hwy,Montgomery,AL,36110-2714,(334) 271-6122,,https://www.bbb.org/us/al/montgomery/profile/commercial-roofing/central-alabama-metal-and-roofing-company-0463-8626,Commercial Roofing,Accredited,A+,5/1/1989,46.0,0,0,0.75
745,Roof Logos,PO Box 45746,Atlanta,GA,30320,(770) 500-9681,https://rooflogos.com/,https://www.bbb.org/us/ga/atlanta/profile/commercial-roofing/roof-logos-0443-28118424,Commercial Roofing,Not Accredited,A+,,15.0,0,0,0.75
746,Adjustable Patio Covers,154 Ethan Allen Dr,Dahlonega,GA,30533-7626,(770) 225-0665,http://www.adjustablepatiocovers.com/,https://www.bbb.org/us/ga/dahlonega/profile/awnings/adjustable-patio-covers-0443-27272947,Awnings,Not Accredited,A+,,16.0,0,0,0.75
747,"T&L Roof, LLC",,Powder Springs,GA,30127,(478) 444-1013,https://tlroof.us/,https://www.bbb.org/us/ga/powder-springs/profile/roofing-contractors/tl-roof-llc-0443-91832003,Roofing Contractors,Accredited,A-,8/16/2023,,0,0,0.75
748,Phoenix Metal Roofing,.,Jackson,GA,30233,(678) 252-7078,,https://www.bbb.org/us/ga/jackson/profile/roofing-contractors/phoenix-metal-roofing-0443-28022512,Roofing Contractors,Not Accredited,A+,,5.0,0,0,0.75
749,Advanced Commercial Roofing Corporation,PO Box 1959,Hardeeville,SC,29927,(843) 338-3817,http://www.fixflatroofs.com/,https://www.bbb.org/us/sc/hardeeville/profile/commercial-roofing/advanced-commercial-roofing-corporation-0403-235960339,Commercial Roofing,Not Accredited,A+,,16.0,0,0,0.75
750,"Crabapple Roofing Contractors, LLC",3440 Oakcliff Rd STE 100,Atlanta,GA,30340-3006,(770) 986-9880,http://www.crabappleroofing.com/,https://www.bbb.org/us/ga/atlanta/profile/commercial-roofing/crabapple-roofing-contractors-llc-0443-27407189,Commercial Roofing,Not Accredited,A+,,13.0,0,0,0.75
751,Payne's Roofing,2300 Whittlesey Rd STE G,Columbus,GA,31909-3015,(706) 577-1213,,https://www.bbb.org/us/ga/columbus/profile/roofing-contractors/paynes-roofing-0743-92491,Roofing Contractors,Not Accredited,A+,,5.0,0,0,0.75
752,"Strategic Roofing Solutions, LLC",717 N Westover Blvd STE C,Albany,GA,31707-1408,(229) 496-2028,http://www.strategicroofingsolutions.com/,https://www.bbb.org/us/ga/albany/profile/commercial-roofing/strategic-roofing-solutions-llc-0743-105499,Commercial Roofing,Accredited,A+,1/28/2021,6.0,0,0,0.75
753,Heritage Gutter and Guard,1758 Upper River Rd,Macon,GA,31211-1526,(478) 952-1986,,https://www.bbb.org/us/ga/macon/profile/gutter-contractor/heritage-gutter-and-guard-0743-7980,Gutter Contractor,Accredited,A+,5/2/2012,43.0,0,0,0.75
754,Alabama Roofing,1700 Hillyer Robinson Industrial Pkwy,Anniston,AL,36207-6726,(256) 831-9000,http://alabamaroofing.com/,https://www.bbb.org/us/al/anniston/profile/commercial-roofing/alabama-roofing-0463-55001671,Commercial Roofing,Not Accredited,A+,,85.0,0,0,0.75
755,"Southern Shingle, LLC",,Buford,GA,30518,(678) 835-7020,https://www.southernshingle.com/,https://www.bbb.org/us/ga/buford/profile/roofing-contractors/southern-shingle-llc-0443-91830477,Roofing Contractors,Accredited,A-,7/14/2023,,0,0,0.75
756,"Alpha Roofing Specialist, LLC",5579B Chamblee Dunwoody Rd Ste 206,Atlanta,GA,30338-4128,(866) 925-1117,http://www.alpharoofingspecialist.com/,https://www.bbb.org/us/ga/atlanta/profile/roofing-consultants/alpha-roofing-specialist-llc-0443-27254474,Roofing Consultants,Not Accredited,A+,,15.0,0,0,0.75
757,Beacon Building Products,1283 N McDonough St,Montgomery,AL,36104-1821,(334) 262-7663,https://www.becn.com/,https://www.bbb.org/us/al/montgomery/profile/roofing-materials/beacon-building-products-0463-44001166,Roofing Materials,Not Accredited,A+,,24.0,0,0,0.75
758,GA Industrial Roofing,3780 Old Norcross Rd Ste 103-546,Duluth,GA,30096-1740,(770) 726-4784,http://www.gaindustrialroofing.net/,https://www.bbb.org/us/ga/duluth/profile/commercial-roofing/ga-industrial-roofing-0443-28148041,Commercial Roofing,Not Accredited,A+,,28.0,0,0,0.75
759,Hutcheson Construction Company,4909 Plaza Dr,Montgomery,AL,36116-2607,(334) 288-3540,http://facebook.com/HutchesonCC,https://www.bbb.org/us/al/montgomery/profile/commercial-contractors/hutcheson-construction-company-0463-44000679,Commercial Contractors,Not Accredited,A+,,58.0,0,0,0.75
760,ATD Restoration,11340 Lakefield Dr STE 200,Johns Creek,GA,30097-2456,(404) 301-3384,https://www.atdroofing.com/,https://www.bbb.org/us/ga/johns-creek/profile/roofing-contractors/atd-restoration-0443-28189067?addressId=204103,Roofing Contractors,Accredited,A+,5/17/2021,6.0,1,1,0.75
761,Victory Home Improvement,3581 Clubhouse Cir E Apt F,Decatur,GA,30032-2064,(770) 820-3356,http://www.victoryhomeimprovement.com/,https://www.bbb.org/us/ga/decatur/profile/home-improvement/victory-home-improvement-0443-27279068,Home Improvement,Not Accredited,A+,,14.0,0,0,0.75
762,Superior Contracting,,Peachtree Corners,GA,30092-6536,(770) 825-8005,http://www.superiorcommercialcontracting.com/,https://www.bbb.org/us/ga/peachtree-corners/profile/commercial-contractors/superior-contracting-0443-27048834,Commercial Contractors,Accredited,A+,1/28/2022,18.0,0,0,0.74
763,"Southern Commercial Roof Tech, LLC",5800 Oakbrook Pkwy STE B,Norcross,GA,30093-1844,(770) 331-5361,http://www.scrooftech.com/,https://www.bbb.org/us/ga/norcross/profile/commercial-roofing/southern-commercial-roof-tech-llc-0443-28133886,Commercial Roofing,Not Accredited,A+,,9.0,0,0,0.74
764,"Infinite Roofing Solutions, LLC",2095 Highway 211 NW STE 2-f-351,Braselton,GA,30517-3402,(706) 684-0128,,https://www.bbb.org/us/ga/braselton/profile/roofing-contractors/infinite-roofing-solutions-llc-0443-28140359,Roofing Contractors,Not Accredited,A+,,4.0,0,0,0.74
765,Farr Roofing,3239 Sandy Point Rd,Lizella,GA,31052-6907,(478) 955-4220,http://www.farrroofing.com/,https://www.bbb.org/us/ga/lizella/profile/commercial-roofing/farr-roofing-0743-21673,Commercial Roofing,Accredited,A+,3/1/2021,5.0,0,0,0.74
766,Austin's Roofing and Gutters,,Lithia Springs,GA,30122-3988,(678) 519-8955,https://www.atlantagaroofingcontractor.com/,https://www.bbb.org/us/ga/lithia-springs/profile/roofing-contractors/austins-roofing-and-gutters-0443-91824538,Roofing Contractors,Not Accredited,C+,,7.0,0,1,0.74
767,"A Better Alternative Home Solutions, LLC",11175 Cicero Drive,Alpharetta,GA,30022,(678) 646-6711,https://www.facebook.com/ABAHomeSolutions/,https://www.bbb.org/us/ga/alpharetta/profile/roofing-contractors/a-better-alternative-home-solutions-llc-0443-28025032,Roofing Contractors,Not Accredited,A-,,2.0,0,2,0.74
768,Fowler's Roofing,1409 Threadmill Rd,Dalton,GA,30720-5888,(706) 809-3329,,https://www.bbb.org/us/ga/dalton/profile/roofing-contractors/fowlers-roofing-0483-40120864,Roofing Contractors,Not Accredited,A+,,4.0,0,0,0.74
769,T&M Contractors LLC,2373 Highway 46 South,Flovilla,GA,30216,(478) 796-0445,,https://www.bbb.org/us/ga/flovilla/profile/roofing-contractors/tm-contractors-llc-0443-28136720,Roofing Contractors,Not Accredited,A+,,3.0,0,0,0.73
770,"Pro Constructions of the CSRA, LLC",543 Lory Ln,Grovetown,GA,30813-6101,(678) 548-9620,https://www.facebook.com/proconstructionscsra,https://www.bbb.org/us/ga/grovetown/profile/remodeling/pro-constructions-of-the-csra-llc-0743-120485,Remodeling,Accredited,A+,10/1/2022,6.0,0,0,0.73
771,Gold Stars Roof,53 Perimeter Center East Ste 210,Atlanta,GA,30346,(404) 857-0033,https://goldstarsroof.com/,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/gold-stars-roof-0443-28134826,Roofing Contractors,Accredited,A-,3/2/2020,5.0,3,5,0.73
772,"Charles Home Improvement, LLC",,Lithonia,GA,30058-1872,(678) 975-2506,http://charleshomeimprovementsga.com/,https://www.bbb.org/us/ga/lithonia/profile/home-improvement/charles-home-improvement-llc-0443-28151099,Home Improvement,Accredited,A+,8/26/2020,4.0,0,0,0.73
773,"Roofers United And Rehab, LLC",702 Cedargate Cmns,Lawrenceville,GA,30046-5619,(800) 608-8120,,https://www.bbb.org/us/ga/lawrenceville/profile/roofing-contractors/roofers-united-and-rehab-llc-0443-28164015,Roofing Contractors,Accredited,A+,12/14/2022,3.0,0,0,0.73
774,TMB Roofing & Construction,153 Crown Oaks Dr,Stockbridge,GA,30281-7111,(770) 415-1160,https://tmbroof.com/,https://www.bbb.org/us/ga/stockbridge/profile/residential-roofing/tmb-roofing-construction-0443-28124803,Residential Roofing,Accredited,A+,7/10/2023,8.0,0,0,0.73
775,"Justice & Son, LLC",1217 Spread Oak Rd,Keysville,GA,30816-4612,(706) 564-0329,http://www.justicesonllc.com/,https://www.bbb.org/us/ga/keysville/profile/construction/justice-son-llc-0743-97991,Construction,Accredited,A+,12/6/2022,7.0,0,0,0.72
776,"J & S Roofing & Home Repair, LLC",12841 Veterans Memorial Hwy,Douglasville,GA,30134-1635,(770) 489-5887,http://www.jandsroofing3.com/,https://www.bbb.org/us/ga/douglasville/profile/roofing-contractors/j-s-roofing-home-repair-llc-0443-6009806,Roofing Contractors,Not Accredited,A-,,31.0,2,3,0.72
777,Whitt's Quality Roofing Company,608 Ga Highway 49 N,Byron,GA,31008-4046,(478) 286-0392,http://www.whittsroofing.com/,https://www.bbb.org/us/ga/byron/profile/roofing-contractors/whitts-quality-roofing-company-0743-36035,Roofing Contractors,Not Accredited,A-,,10.0,2,4,0.72
778,Restore Now Roofing LLC,283 Swanson Dr. Ste 101,Lawrenceville,GA,30043,(770) 402-0066,https://restorenowroofing.com/,https://www.bbb.org/us/ga/lawrenceville/profile/remodeling/restore-now-roofing-llc-0443-91820705,Remodeling,Accredited,A+,2/14/2022,5.0,0,0,0.72
779,"Roofing World, Inc.",2748 S Cobb Industrial Blvd SE,Smyrna,GA,30082-4917,(678) 653-8036,https://roofingworldinc.com/,https://www.bbb.org/us/ga/smyrna/profile/roofing-materials/roofing-world-inc-0443-28193191,Roofing Materials,Accredited,A+,8/18/2021,3.0,0,0,0.72
780,Fuller's Roofing & Remodeling,126 Laprade Rd,Griffin,GA,30223-1118,(678) 758-6281,https://fullers-roofing-and-remodeling.business.site/,https://www.bbb.org/us/ga/griffin/profile/home-improvement/fullers-roofing-remodeling-0443-28098787,Home Improvement,Not Accredited,A+,,7.0,0,0,0.72
781,"Wheeler Construction, Inc.",,Warner Robins,GA,31088-2532,(478) 987-7004,,https://www.bbb.org/us/ga/warner-robins/profile/general-contractor/wheeler-construction-inc-0743-6724,General Contractor,Accredited,A+,4/25/2012,28.0,0,0,0.72
782,Seamless Roofing Solutions LLC,,Jacksonville,AL,36265-6759,(256) 310-6096,,https://www.bbb.org/us/al/jacksonville/profile/roofing-contractors/seamless-roofing-solutions-llc-0463-1000024079,Roofing Contractors,Not Accredited,A+,,5.0,0,0,0.72
783,Storm Solutions,,Byron,GA,31008,(478) 714-9492,,https://www.bbb.org/us/ga/byron/profile/roofing-contractors/storm-solutions-0743-94385,Roofing Contractors,Not Accredited,A+,,5.0,0,0,0.72
784,"Eagle Roofing and Home Repairs, LLC",,Lawrenceville,GA,30043-5753,(678) 542-0777,,https://www.bbb.org/us/ga/lawrenceville/profile/roofing-contractors/eagle-roofing-and-home-repairs-llc-0443-91824600,Roofing Contractors,Accredited,A+,8/26/2022,3.0,0,0,0.72
785,Gomez Roofing Repair,427 Barrineau Rd,Whigham,GA,39897-4029,,,https://www.bbb.org/us/ga/whigham/profile/roofing-contractors/gomez-roofing-repair-0743-97909,Roofing Contractors,Not Accredited,A+,,5.0,0,0,0.72
786,HomeTrust Roofing and Exteriors,,Cumming,GA,30040,(770) 515-8733,https://www.hometrustroofing.com/,https://www.bbb.org/us/ga/cumming/profile/home-improvement/hometrust-roofing-and-exteriors-0443-91820524,Home Improvement,Accredited,A+,1/28/2022,6.0,0,0,0.71
787,"DHP Builders, LLC",8206 Hazelbrand Rd NE,Covington,GA,30014-1506,(678) 239-1036,https://dhpbuilders.com/,https://www.bbb.org/us/ga/covington/profile/custom-home-builder/dhp-builders-llc-0443-28193333,Custom Home Builder,Accredited,A+,7/30/2021,2.0,0,0,0.71
788,"Good Shepherd Roofing, LLC",2505 2nd Avenue,Dacula,GA,30019-2101,(833) 477-7663,https://www.goodshepherdroofing.com/,https://www.bbb.org/us/ga/dacula/profile/roofing-contractors/good-shepherd-roofing-llc-0443-27760620,Roofing Contractors,Accredited,A,7/19/2023,7.0,2,2,0.71
789,Oliva Roofing,4168 Lafayette Dr,Macon,GA,31204-6359,(478) 335-2169,,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/oliva-roofing-0743-48406,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
790,Roofing Inc,4300 Inns Brook Dr,Snellville,GA,30039-5665,(404) 314-4375,,https://www.bbb.org/us/ga/snellville/profile/roofing-contractors/roofing-inc-0443-27024047,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
791,"Georgian Roofing, Inc.",101 Thomas Powers Rd,Newnan,GA,30263-4328,(678) 379-7320,,https://www.bbb.org/us/ga/newnan/profile/roofing-contractors/georgian-roofing-inc-0443-27305294,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
792,Hills Roofing & Repair,119 Town Creek Rd,Eatonton,GA,31024,(706) 473-6014,,https://www.bbb.org/us/ga/eatonton/profile/roofing-contractors/hills-roofing-repair-0743-38163,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
793,"Azteca Roofing, INC",5936 Phillips Dr,Morrow,GA,30260-1027,(404) 566-1881,https://www.facebook.com/aztecaroofinginc/,https://www.bbb.org/us/ga/morrow/profile/home-improvement/azteca-roofing-inc-0443-28105371,Home Improvement,Not Accredited,A+,,5.0,0,0,0.7
794,Queens Roofing Company,1527 Nabell Ave,East Point,GA,30344-2529,(404) 763-5963,,https://www.bbb.org/us/ga/east-point/profile/roofing-contractors/queens-roofing-company-0443-16000345,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
795,Holden's Roofing & Remodeling,80 Covered Bridge Rd,Euharlee,GA,30145,(470) 255-8679,,https://www.bbb.org/us/ga/euharlee/profile/roofing-contractors/holdens-roofing-remodeling-0443-28106236,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
796,"Vanceco Roofing, Inc.",2569 Ashley Cr.,Jonesboro,GA,30236,(678) 651-0077,,https://www.bbb.org/us/ga/jonesboro/profile/roofing-contractors/vanceco-roofing-inc-0443-27596557,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
797,"Bassett Roofing & Co., Inc.",6841 Skipper Rd,Macon,GA,31216-6423,(478) 788-1770,,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/bassett-roofing-co-inc-0743-4246,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
798,A & R Roofing,395 Eli Way Dr,Byron,GA,31008-7455,(478) 719-9310,,https://www.bbb.org/us/ga/byron/profile/roofing-contractors/a-r-roofing-0743-18272,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
799,E & J Roofing & Siding,1120 South Thornton Avenue,Dalton,GA,30720,(706) 226-4275,,https://www.bbb.org/us/ga/dalton/profile/roofing-contractors/e-j-roofing-siding-0483-31000173,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
800,"Complete Roofing Solutions, Inc.","20 26th Street, Suite D-2",Atlanta,GA,30309,(770) 480-5601,,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/complete-roofing-solutions-inc-0443-27258519,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
801,Barfield Roofing Co,112 Springhill Drive,Warner Robins,GA,31088,(478) 922-8107,,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/barfield-roofing-co-0743-5000385,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
802,Tower Roofing Inc,5374 Old Floyd Rd SW,Mableton,GA,30126,(770) 941-8911,,https://www.bbb.org/us/ga/mableton/profile/roofing-contractors/tower-roofing-inc-0443-27016404,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
803,Full Service Roofing and Home Improvement,1783 Wrightsboro Rd,Augusta,GA,30904,(706) 699-1142,,https://www.bbb.org/us/ga/augusta/profile/roofing-contractors/full-service-roofing-and-home-improvement-0743-30019,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
804,Quality Roofing Service,330 Red Bud Rd,Jefferson,GA,30549-9029,(678) 450-0202,,https://www.bbb.org/us/ga/jefferson/profile/roofing-contractors/quality-roofing-service-0443-27002583,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
805,Duck's Roofing,"1963 Heathrow, Drive",Hinesville,GA,31313,(912) 318-2053,,https://www.bbb.org/us/ga/hinesville/profile/roofing-contractors/ducks-roofing-0403-235976945,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
806,Mejia Roofing Specialists,1318 Hoy Taylor Dr,Norcross,GA,30093,(770) 652-9544,,https://www.bbb.org/us/ga/norcross/profile/roofing-contractors/mejia-roofing-specialists-0443-27709600,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
807,S L G Roofing Home Repair & Tile Flooring,1638 Timber Heights Dr,Loganville,GA,30052-5625,(404) 819-8363,,https://www.bbb.org/us/ga/loganville/profile/roofing-contractors/s-l-g-roofing-home-repair-tile-flooring-0443-27363601,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
808,Roofing Solutions,12600 Deerfield Pkwy Ste 100,Alpharetta,GA,30004-6130,(770) 748-9278,,https://www.bbb.org/us/ga/alpharetta/profile/roofing-contractors/roofing-solutions-0443-7004783,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
809,Firebrand Roofing & Construction,2566 Shallowford Rd NE Ste 104,Atlanta,GA,30345-1253,(478) 654-7663,https://firebrandroofing.com/,https://www.bbb.org/us/ga/atlanta/profile/residential-roofing/firebrand-roofing-construction-0443-91822547,Residential Roofing,Accredited,A+,6/16/2022,3.0,0,0,0.7
810,Mike Stallings Roofing,2416 Holland Dr,Macon,GA,31206-4525,(478) 781-1931,,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/mike-stallings-roofing-0743-6000080,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
811,"D.A.C.A. European Roofing, Inc.",1675 Highway 92 S,Fayetteville,GA,30215-5824,(770) 716-2728,,https://www.bbb.org/us/ga/fayetteville/profile/roofing-contractors/daca-european-roofing-inc-0443-9001792,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
812,Mike's Roofing,5110 Log Cabin Dr,Macon,GA,31204-6327,(478) 788-8562,,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/mikes-roofing-0743-8858,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
813,T.R. Roofing,2050 Morrow Avenue,Morrow,GA,30260,(404) 909-2258,,https://www.bbb.org/us/ga/morrow/profile/roofing-contractors/tr-roofing-0443-28118055,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
814,Wright's Roofing,115 Pine Tree Drive,Macon,GA,31211,(478) 228-1630,,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/wrights-roofing-0743-10427,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
815,"G. Willis, Inc.",P. O. Box 472,Forsyth,GA,31029-0472,(478) 990-1540,,https://www.bbb.org/us/ga/forsyth/profile/roofing-contractors/g-willis-inc-0743-25972,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
816,M & M Construction,250 Carsons Walk,Macon,GA,31216-5203,(478) 960-7751,,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/m-m-construction-0743-25492,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
817,All American Roofing,4254 Worsham Avenue,Macon,GA,31206,(478) 254-4103,,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/all-american-roofing-0743-24422,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
818,K & S Roofing & Remodeling,106 Valley St,Gadsden,AL,35905-1716,(256) 546-5046,,https://www.bbb.org/us/al/gadsden/profile/roofing-contractors/k-s-roofing-remodeling-0463-90058435,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
819,"ARD Roofing Company, Inc.",28 Skyline Dr,Savannah,GA,31406-6961,(912) 961-0401,,https://www.bbb.org/us/ga/savannah/profile/roofing-contractors/ard-roofing-company-inc-0403-235955160,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
820,Keith Morgan Roofing LLC,4501 Sheraton Dr Apt 236,Macon,GA,31210-1327,(478) 390-4350,,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/keith-morgan-roofing-llc-0743-48518,Roofing Contractors,Not Accredited,A+,,,0,0,0.7
